Loại vàng,Giá mua,Giá bán,Thời gian cập nhật
SJC,36500.0,36650.0,2018-10-18 23:59:59
SJC,36490.0,36640.0,2018-10-19 23:59:59
SJC,36500.0,36650.0,2018-10-20 23:59:59
SJC,36460.0,36610.0,2018-10-22 23:59:59
SJC,36510.0,36660.0,2018-10-23 23:59:59
SJC,36480.0,36630.0,2018-10-24 23:59:59
SJC,36470.0,36620.0,2018-10-25 23:59:59
SJC,36490.0,36650.0,2018-10-26 23:59:59
SJC,36480.0,36630.0,2018-10-27 23:59:59
SJC,36440.0,36590.0,2018-10-29 23:59:59
SJC,36360.0,36510.0,2018-10-30 23:59:59
SJC,36340.0,36490.0,2018-10-31 23:59:59
SJC,36410.0,36560.0,2018-11-01 23:59:59
SJC,36470.0,36620.0,2018-11-02 23:59:59
SJC,36470.0,36620.0,2018-11-03 23:59:59
SJC,36450.0,36600.0,2018-11-05 23:59:59
SJC,36380.0,36530.0,2018-11-06 23:59:59
SJC,36430.0,36580.0,2018-11-07 23:59:59
SJC,36390.0,36540.0,2018-11-08 23:59:59
SJC,36360.0,36510.0,2018-11-09 23:59:59
SJC,36350.0,36500.0,2018-11-10 23:59:59
SJC,36320.0,36470.0,2018-11-12 23:59:59
SJC,36330.0,36480.0,2018-11-13 23:59:59
SJC,36360.0,36510.0,2018-11-14 23:59:59
SJC,36450.0,36600.0,2018-11-15 23:59:59
SJC,36490.0,36640.0,2018-11-16 23:59:59
SJC,36540.0,36690.0,2018-11-17 23:59:59
SJC,36500.0,36650.0,2018-11-19 23:59:59
SJC,36490.0,36640.0,2018-11-20 23:59:59
SJC,36450.0,36600.0,2018-11-21 23:59:59
SJC,36420.0,36580.0,2018-11-22 23:59:59
SJC,36430.0,36580.0,2018-11-23 23:59:59
SJC,36400.0,36550.0,2018-11-24 23:59:59
SJC,36400.0,36550.0,2018-11-26 23:59:59
SJC,36340.0,36490.0,2018-11-27 23:59:59
SJC,36300.0,36450.0,2018-11-28 23:59:59
SJC,36350.0,36500.0,2018-11-29 23:59:59
SJC,36370.0,36520.0,2018-11-30 23:59:59
SJC,36370.0,36520.0,2018-12-01 23:59:59
SJC,36370.0,36520.0,2018-12-03 23:59:59
SJC,36370.0,36520.0,2018-12-04 23:59:59
SJC,36320.0,36470.0,2018-12-05 23:59:59
SJC,36280.0,36430.0,2018-12-06 23:59:59
SJC,36280.0,36430.0,2018-12-07 23:59:59
SJC,36320.0,36500.0,2018-12-08 23:59:59
SJC,36380.0,36540.0,2018-12-10 23:59:59
SJC,36320.0,36520.0,2018-12-11 23:59:59
SJC,36260.0,36420.0,2018-12-12 23:59:59
SJC,36210.0,36370.0,2018-12-13 23:59:59
SJC,36250.0,36410.0,2018-12-14 23:59:59
SJC,36290.0,36450.0,2018-12-15 23:59:59
SJC,36290.0,36450.0,2018-12-17 23:59:59
SJC,36310.0,36470.0,2018-12-18 23:59:59
SJC,36270.0,36430.0,2018-12-19 23:59:59
SJC,36240.0,36420.0,2018-12-20 23:59:59
SJC,36280.0,36450.0,2018-12-21 23:59:59
SJC,36250.0,36430.0,2018-12-22 23:59:59
SJC,36280.0,36460.0,2018-12-24 23:59:59
SJC,36270.0,36450.0,2018-12-25 23:59:59
SJC,36270.0,36450.0,2018-12-26 23:59:59
SJC,36280.0,36470.0,2018-12-27 23:59:59
SJC,36360.0,36560.0,2018-12-28 23:59:59
SJC,36360.0,36600.0,2018-12-29 23:59:59
SJC,36500.0,36700.0,2019-01-02 23:59:59
SJC,36590.0,36790.0,2019-01-03 23:59:59
SJC,36620.0,36820.0,2019-01-04 23:59:59
SJC,36550.0,36750.0,2019-01-05 23:59:59
SJC,36630.0,36830.0,2019-01-07 23:59:59
SJC,36540.0,36740.0,2019-01-08 23:59:59
SJC,36500.0,36680.0,2019-01-09 23:59:59
SJC,36560.0,36760.0,2019-01-10 23:59:59
SJC,36560.0,36760.0,2019-01-11 23:59:59
SJC,36560.0,36760.0,2019-01-12 23:59:59
SJC,36560.0,36760.0,2019-01-14 23:59:59
SJC,36530.0,36730.0,2019-01-15 23:59:59
SJC,36490.0,36690.0,2019-01-16 23:59:59
SJC,36500.0,36800.0,2019-01-17 23:59:59
SJC,36570.0,36790.0,2019-01-18 23:59:59
SJC,36540.0,36740.0,2019-01-19 23:59:59
SJC,36500.0,36700.0,2019-01-21 23:59:59
SJC,36350.0,36530.0,2019-01-22 23:59:59
SJC,36390.0,36590.0,2019-01-23 23:59:59
SJC,36380.0,36580.0,2019-01-24 23:59:59
SJC,36450.0,36650.0,2019-01-25 23:59:59
SJC,36620.0,36840.0,2019-01-26 23:59:59
SJC,36680.0,36880.0,2019-01-28 23:59:59
SJC,36660.0,36880.0,2019-01-29 23:59:59
SJC,36730.0,36930.0,2019-01-30 23:59:59
SJC,36800.0,37050.0,2019-01-31 23:59:59
SJC,36950.0,37150.0,2019-02-01 23:59:59
SJC,36950.0,37150.0,2019-02-02 23:59:59
SJC,36950.0,37250.0,2019-02-11 23:59:59
SJC,37000.0,37200.0,2019-02-12 23:59:59
SJC,36850.0,37050.0,2019-02-13 23:59:59
SJC,36600.0,37350.0,2019-02-14 23:59:59
SJC,36650.0,36850.0,2019-02-15 23:59:59
SJC,36750.0,37000.0,2019-02-16 23:59:59
SJC,36800.0,37000.0,2019-02-18 23:59:59
SJC,36800.0,37000.0,2019-02-19 23:59:59
SJC,36960.0,37160.0,2019-02-20 23:59:59
SJC,36950.0,37150.0,2019-02-21 23:59:59
SJC,36800.0,37000.0,2019-02-22 23:59:59
SJC,36950.0,37150.0,2019-02-23 23:59:59
SJC,36920.0,37120.0,2019-02-25 23:59:59
SJC,36890.0,37090.0,2019-02-26 23:59:59
SJC,36890.0,37090.0,2019-02-27 23:59:59
SJC,36820.0,37020.0,2019-02-28 23:59:59
SJC,36680.0,36880.0,2019-03-01 23:59:59
SJC,36490.0,36690.0,2019-03-02 23:59:59
SJC,36400.0,36600.0,2019-03-04 23:59:59
SJC,36450.0,36620.0,2019-03-05 23:59:59
SJC,36450.0,36630.0,2019-03-06 23:59:59
SJC,36460.0,36630.0,2019-03-07 23:59:59
SJC,36470.0,36640.0,2019-03-08 23:59:59
SJC,36520.0,36690.0,2019-03-09 23:59:59
SJC,36490.0,36670.0,2019-03-11 23:59:59
SJC,36480.0,36660.0,2019-03-12 23:59:59
SJC,36570.0,36730.0,2019-03-13 23:59:59
SJC,36530.0,36700.0,2019-03-14 23:59:59
SJC,36480.0,36630.0,2019-03-15 23:59:59
SJC,36490.0,36670.0,2019-03-16 23:59:59
SJC,36500.0,36670.0,2019-03-18 23:59:59
SJC,36530.0,36700.0,2019-03-19 23:59:59
SJC,36520.0,36700.0,2019-03-20 23:59:59
SJC,36670.0,36850.0,2019-03-21 23:59:59
SJC,36570.0,36750.0,2019-03-22 23:59:59
SJC,36590.0,36770.0,2019-03-23 23:59:59
SJC,36620.0,36800.0,2019-03-25 23:59:59
SJC,36630.0,36800.0,2019-03-26 23:59:59
SJC,36630.0,36800.0,2019-03-27 23:59:59
SJC,36630.0,36800.0,2019-03-28 23:59:59
SJC,36430.0,36610.0,2019-03-29 23:59:59
SJC,36370.0,36540.0,2019-04-01 23:59:59
SJC,36340.0,36500.0,2019-04-02 23:59:59
SJC,36380.0,36510.0,2019-04-03 23:59:59
SJC,36380.0,36510.0,2019-04-04 23:59:59
SJC,36330.0,36480.0,2019-04-05 23:59:59
SJC,36330.0,36480.0,2019-04-06 23:59:59
SJC,36370.0,36520.0,2019-04-08 23:59:59
SJC,36410.0,36560.0,2019-04-09 23:59:59
SJC,36400.0,36560.0,2019-04-10 23:59:59
SJC,36450.0,36620.0,2019-04-11 23:59:59
SJC,36340.0,36490.0,2019-04-12 23:59:59
SJC,36350.0,36500.0,2019-04-13 23:59:59
SJC,36300.0,36450.0,2019-04-16 23:59:59
SJC,36190.0,36360.0,2019-04-17 23:59:59
SJC,36190.0,36360.0,2019-04-18 23:59:59
SJC,36210.0,36360.0,2019-04-19 23:59:59
SJC,36230.0,36400.0,2019-04-20 23:59:59
SJC,36250.0,36400.0,2019-04-22 23:59:59
SJC,36140.0,36310.0,2019-04-23 23:59:59
SJC,36110.0,36280.0,2019-04-24 23:59:59
SJC,36180.0,36350.0,2019-04-25 23:59:59
SJC,36240.0,36420.0,2019-04-26 23:59:59
SJC,36320.0,36500.0,2019-04-27 23:59:59
SJC,36140.0,36300.0,2019-05-02 23:59:59
SJC,36140.0,36300.0,2019-05-03 23:59:59
SJC,36190.0,36350.0,2019-05-04 23:59:59
SJC,36200.0,36380.0,2019-05-06 23:59:59
SJC,36170.0,36350.0,2019-05-07 23:59:59
SJC,36210.0,36390.0,2019-05-08 23:59:59
SJC,36170.0,36350.0,2019-05-09 23:59:59
SJC,36180.0,36360.0,2019-05-10 23:59:59
SJC,36280.0,36450.0,2019-05-11 23:59:59
SJC,36200.0,36370.0,2019-05-13 23:59:59
SJC,36400.0,36570.0,2019-05-14 23:59:59
SJC,36330.0,36500.0,2019-05-15 23:59:59
SJC,36340.0,36510.0,2019-05-16 23:59:59
SJC,36260.0,36430.0,2019-05-17 23:59:59
SJC,36250.0,36420.0,2019-05-18 23:59:59
SJC,36230.0,36400.0,2019-05-20 23:59:59
SJC,36150.0,36320.0,2019-05-21 23:59:59
SJC,36150.0,36320.0,2019-05-22 23:59:59
SJC,36150.0,36320.0,2019-05-23 23:59:59
SJC,36250.0,36420.0,2019-05-24 23:59:59
SJC,36280.0,36450.0,2019-05-25 23:59:59
SJC,36280.0,36450.0,2019-05-27 23:59:59
SJC,36240.0,36410.0,2019-05-28 23:59:59
SJC,36190.0,36360.0,2019-05-29 23:59:59
SJC,36170.0,36340.0,2019-05-30 23:59:59
SJC,36300.0,36470.0,2019-05-31 23:59:59
SJC,36490.0,36670.0,2019-06-01 23:59:59
SJC,36620.0,36800.0,2019-06-03 23:59:59
SJC,36900.0,37100.0,2019-06-04 23:59:59
SJC,36850.0,37050.0,2019-06-05 23:59:59
SJC,36930.0,37150.0,2019-06-06 23:59:59
SJC,37000.0,37250.0,2019-06-07 23:59:59
SJC,37120.0,37400.0,2019-06-08 23:59:59
SJC,37020.0,37240.0,2019-06-10 23:59:59
SJC,36960.0,37150.0,2019-06-11 23:59:59
SJC,37110.0,37330.0,2019-06-12 23:59:59
SJC,37170.0,37380.0,2019-06-13 23:59:59
SJC,37400.0,37790.0,2019-06-14 23:59:59
SJC,37400.0,37650.0,2019-06-15 23:59:59
SJC,37300.0,37550.0,2019-06-17 23:59:59
SJC,37400.0,37650.0,2019-06-18 23:59:59
SJC,37450.0,37670.0,2019-06-19 23:59:59
SJC,38100.0,38550.0,2019-06-20 23:59:59
SJC,38350.0,38750.0,2019-06-21 23:59:59
SJC,38600.0,39150.0,2019-06-22 23:59:59
SJC,38500.0,38900.0,2019-06-24 23:59:59
SJC,39050.0,39500.0,2019-06-25 23:59:59
SJC,38650.0,39100.0,2019-06-26 23:59:59
SJC,38500.0,38900.0,2019-06-27 23:59:59
SJC,38500.0,38950.0,2019-06-28 23:59:59
SJC,38500.0,38950.0,2019-06-29 23:59:59
SJC,38100.0,38400.0,2019-07-01 23:59:59
SJC,38110.0,38460.0,2019-07-02 23:59:59
SJC,38800.0,39250.0,2019-07-03 23:59:59
SJC,38650.0,39100.0,2019-07-04 23:59:59
SJC,38650.0,39100.0,2019-07-05 23:59:59
SJC,38400.0,38950.0,2019-07-06 23:59:59
SJC,38600.0,39050.0,2019-07-08 23:59:59
SJC,38500.0,38900.0,2019-07-09 23:59:59
SJC,38500.0,38900.0,2019-07-10 23:59:59
SJC,38900.0,39400.0,2019-07-11 23:59:59
SJC,38700.0,39200.0,2019-07-12 23:59:59
SJC,38970.0,39320.0,2019-07-13 23:59:59
SJC,38970.0,39300.0,2019-07-15 23:59:59
SJC,38950.0,39250.0,2019-07-16 23:59:59
SJC,38950.0,39250.0,2019-07-17 23:59:59
SJC,39150.0,39500.0,2019-07-18 23:59:59
SJC,39650.0,40150.0,2019-07-19 23:59:59
SJC,39300.0,39800.0,2019-07-20 23:59:59
SJC,39300.0,39800.0,2019-07-22 23:59:59
SJC,39300.0,39800.0,2019-07-23 23:59:59
SJC,39300.0,39800.0,2019-07-24 23:59:59
SJC,39300.0,39800.0,2019-07-25 23:59:59
SJC,39300.0,39750.0,2019-07-26 23:59:59
SJC,39300.0,39750.0,2019-07-27 23:59:59
SJC,39350.0,39800.0,2019-07-29 23:59:59
SJC,39350.0,39800.0,2019-07-30 23:59:59
SJC,39400.0,39850.0,2019-07-31 23:59:59
SJC,39200.0,39500.0,2019-08-01 23:59:59
SJC,39450.0,39950.0,2019-08-02 23:59:59
SJC,39450.0,39950.0,2019-08-03 23:59:59
SJC,40100.0,40500.0,2019-08-05 23:59:59
SJC,40350.0,40850.0,2019-08-06 23:59:59
SJC,41150.0,41650.0,2019-08-07 23:59:59
SJC,41650.0,42150.0,2019-08-08 23:59:59
SJC,41900.0,42400.0,2019-08-09 23:59:59
SJC,41550.0,42000.0,2019-08-10 23:59:59
SJC,41300.0,41700.0,2019-08-12 23:59:59
SJC,41800.0,42300.0,2019-08-13 23:59:59
SJC,41200.0,41600.0,2019-08-14 23:59:59
SJC,41400.0,41900.0,2019-08-15 23:59:59
SJC,41600.0,42050.0,2019-08-16 23:59:59
SJC,41500.0,41950.0,2019-08-17 23:59:59
SJC,41500.0,41950.0,2019-08-19 23:59:59
SJC,41400.0,41750.0,2019-08-20 23:59:59
SJC,41200.0,41600.0,2019-08-21 23:59:59
SJC,41300.0,41700.0,2019-08-22 23:59:59
SJC,41400.0,41750.0,2019-08-23 23:59:59
SJC,41900.0,42400.0,2019-08-24 23:59:59
SJC,42350.0,42750.0,2019-08-26 23:59:59
SJC,42250.0,42700.0,2019-08-27 23:59:59
SJC,42500.0,42900.0,2019-08-29 23:59:59
SJC,42350.0,42700.0,2019-08-30 23:59:59
SJC,42350.0,42700.0,2019-08-31 23:59:59
SJC,42200.0,42500.0,2019-09-03 23:59:59
SJC,42400.0,42800.0,2019-09-04 23:59:59
SJC,42500.0,42900.0,2019-09-05 23:59:59
SJC,42150.0,42550.0,2019-09-06 23:59:59
SJC,42100.0,42400.0,2019-09-07 23:59:59
SJC,41750.0,42100.0,2019-09-09 23:59:59
SJC,41350.0,41750.0,2019-09-10 23:59:59
SJC,41350.0,41750.0,2019-09-11 23:59:59
SJC,41550.0,41950.0,2019-09-12 23:59:59
SJC,41750.0,42150.0,2019-09-13 23:59:59
SJC,41500.0,41900.0,2019-09-14 23:59:59
SJC,41600.0,41950.0,2019-09-16 23:59:59
SJC,41500.0,41850.0,2019-09-17 23:59:59
SJC,41600.0,41950.0,2019-09-18 23:59:59
SJC,41600.0,41900.0,2019-09-19 23:59:59
SJC,41700.0,42050.0,2019-09-20 23:59:59
SJC,41850.0,42200.0,2019-09-21 23:59:59
SJC,41960.0,42260.0,2019-09-23 23:59:59
SJC,42000.0,42350.0,2019-09-24 23:59:59
SJC,42230.0,42580.0,2019-09-25 23:59:59
SJC,42000.0,42300.0,2019-09-26 23:59:59
SJC,41750.0,42100.0,2019-09-27 23:59:59
SJC,41750.0,42100.0,2019-09-28 23:59:59
SJC,41450.0,41800.0,2019-09-30 23:59:59
SJC,41000.0,41300.0,2019-10-01 23:59:59
SJC,41150.0,41500.0,2019-10-02 23:59:59
SJC,41550.0,41850.0,2019-10-03 23:59:59
SJC,41750.0,42100.0,2019-10-04 23:59:59
SJC,41750.0,42100.0,2019-10-05 23:59:59
SJC,41700.0,42000.0,2019-10-07 23:59:59
SJC,41600.0,41950.0,2019-10-08 23:59:59
SJC,41700.0,42000.0,2019-10-09 23:59:59
SJC,41780.0,42100.0,2019-10-10 23:59:59
SJC,41700.0,42000.0,2019-10-11 23:59:59
SJC,41550.0,41850.0,2019-10-12 23:59:59
SJC,41450.0,41750.0,2019-10-14 23:59:59
SJC,41500.0,41800.0,2019-10-15 23:59:59
SJC,41400.0,41700.0,2019-10-16 23:59:59
SJC,41450.0,41750.0,2019-10-17 23:59:59
SJC,41450.0,41750.0,2019-10-18 23:59:59
SJC,41450.0,41750.0,2019-10-19 23:59:59
SJC,41500.0,41800.0,2019-10-21 23:59:59
SJC,41400.0,41700.0,2019-10-22 23:59:59
SJC,41550.0,41820.0,2019-10-23 23:59:59
SJC,41450.0,41750.0,2019-10-24 23:59:59
SJC,41650.0,41950.0,2019-10-25 23:59:59
SJC,41650.0,41950.0,2019-10-26 23:59:59
SJC,41700.0,42000.0,2019-10-28 23:59:59
SJC,41580.0,41880.0,2019-10-29 23:59:59
SJC,41550.0,41850.0,2019-10-30 23:59:59
SJC,41600.0,41900.0,2019-10-31 23:59:59
SJC,41850.0,42150.0,2019-11-01 23:59:59
SJC,41900.0,42200.0,2019-11-02 23:59:59
SJC,41870.0,42170.0,2019-11-04 23:59:59
SJC,41700.0,42000.0,2019-11-05 23:59:59
SJC,41470.0,41770.0,2019-11-06 23:59:59
SJC,41560.0,41860.0,2019-11-07 23:59:59
SJC,41380.0,41680.0,2019-11-08 23:59:59
SJC,41150.0,41450.0,2019-11-09 23:59:59
SJC,41250.0,41500.0,2019-11-11 23:59:59
SJC,41050.0,41300.0,2019-11-12 23:59:59
SJC,41150.0,41400.0,2019-11-13 23:59:59
SJC,41200.0,41450.0,2019-11-14 23:59:59
SJC,41240.0,41490.0,2019-11-15 23:59:59
SJC,41240.0,41490.0,2019-11-16 23:59:59
SJC,41230.0,41460.0,2019-11-18 23:59:59
SJC,41270.0,41500.0,2019-11-19 23:59:59
SJC,41400.0,41650.0,2019-11-20 23:59:59
SJC,41350.0,41600.0,2019-11-21 23:59:59
SJC,41300.0,41550.0,2019-11-22 23:59:59
SJC,41300.0,41550.0,2019-11-23 23:59:59
SJC,41240.0,41490.0,2019-11-25 23:59:59
SJC,41100.0,41320.0,2019-11-26 23:59:59
SJC,41210.0,41420.0,2019-11-27 23:59:59
SJC,41100.0,41320.0,2019-11-28 23:59:59
SJC,41120.0,41350.0,2019-11-29 23:59:59
SJC,41250.0,41450.0,2019-11-30 23:59:59
SJC,41220.0,41420.0,2019-12-02 23:59:59
SJC,41190.0,41390.0,2019-12-03 23:59:59
SJC,41430.0,41650.0,2019-12-04 23:59:59
SJC,41380.0,41600.0,2019-12-05 23:59:59
SJC,41330.0,41550.0,2019-12-06 23:59:59
SJC,41150.0,41400.0,2019-12-07 23:59:59
SJC,41150.0,41400.0,2019-12-09 23:59:59
SJC,41150.0,41400.0,2019-12-10 23:59:59
SJC,41150.0,41400.0,2019-12-11 23:59:59
SJC,41250.0,41500.0,2019-12-12 23:59:59
SJC,41250.0,41500.0,2019-12-13 23:59:59
SJC,41250.0,41500.0,2019-12-14 23:59:59
SJC,41360.0,41580.0,2019-12-16 23:59:59
SJC,41390.0,41610.0,2019-12-17 23:59:59
SJC,41390.0,41610.0,2019-12-18 23:59:59
SJC,41420.0,41650.0,2019-12-19 23:59:59
SJC,41420.0,41650.0,2019-12-20 23:59:59
SJC,41420.0,41650.0,2019-12-21 23:59:59
SJC,41470.0,41700.0,2019-12-23 23:59:59
SJC,41630.0,41850.0,2019-12-24 23:59:59
SJC,41840.0,42090.0,2019-12-25 23:59:59
SJC,41900.0,42200.0,2019-12-26 23:59:59
SJC,42050.0,42390.0,2019-12-27 23:59:59
SJC,42050.0,42390.0,2019-12-28 23:59:59
SJC,42150.0,42550.0,2019-12-30 23:59:59
SJC,42300.0,42800.0,2019-12-31 23:59:59
SJC,42300.0,42800.0,2020-01-02 23:59:59
SJC,42600.0,43000.0,2020-01-03 23:59:59
SJC,42900.0,43300.0,2020-01-04 23:59:59
SJC,43850.0,44300.0,2020-01-06 23:59:59
SJC,43600.0,44000.0,2020-01-07 23:59:59
SJC,44050.0,44550.0,2020-01-08 23:59:59
SJC,43050.0,43500.0,2020-01-09 23:59:59
SJC,42950.0,43400.0,2020-01-10 23:59:59
SJC,43200.0,43650.0,2020-01-11 23:59:59
SJC,42950.0,43350.0,2020-01-13 23:59:59
SJC,42950.0,43300.0,2020-01-14 23:59:59
SJC,43000.0,43400.0,2020-01-15 23:59:59
SJC,42950.0,43350.0,2020-01-16 23:59:59
SJC,43000.0,43400.0,2020-01-17 23:59:59
SJC,43000.0,43400.0,2020-01-18 23:59:59
SJC,43450.0,43850.0,2020-01-20 23:59:59
SJC,43650.0,44050.0,2020-01-21 23:59:59
SJC,43300.0,43800.0,2020-01-22 23:59:59
SJC,43600.0,44000.0,2020-01-23 23:59:59
SJC,43700.0,44150.0,2020-01-27 23:59:59
SJC,43800.0,44250.0,2020-01-28 23:59:59
SJC,43600.0,44200.0,2020-01-29 23:59:59
SJC,43900.0,44600.0,2020-01-30 23:59:59
SJC,43900.0,44600.0,2020-01-31 23:59:59
SJC,44200.0,44850.0,2020-02-01 23:59:59
SJC,44200.0,44950.0,2020-02-02 23:59:59
SJC,43800.0,44600.0,2020-02-03 23:59:59
SJC,43650.0,44150.0,2020-02-04 23:59:59
SJC,43250.0,43750.0,2020-02-05 23:59:59
SJC,43250.0,43750.0,2020-02-06 23:59:59
SJC,43450.0,43950.0,2020-02-07 23:59:59
SJC,43500.0,44050.0,2020-02-08 23:59:59
SJC,43800.0,44250.0,2020-02-10 23:59:59
SJC,43800.0,44200.0,2020-02-11 23:59:59
SJC,43850.0,44250.0,2020-02-12 23:59:59
SJC,43850.0,44250.0,2020-02-13 23:59:59
SJC,43900.0,44350.0,2020-02-14 23:59:59
SJC,44000.0,44400.0,2020-02-15 23:59:59
SJC,44000.0,44400.0,2020-02-17 23:59:59
SJC,44150.0,44540.0,2020-02-18 23:59:59
SJC,44600.0,45050.0,2020-02-19 23:59:59
SJC,44630.0,45000.0,2020-02-20 23:59:59
SJC,44950.0,45550.0,2020-02-21 23:59:59
SJC,45100.0,45900.0,2020-02-22 23:59:59
SJC,47000.0,49200.0,2020-02-24 23:59:59
SJC,45800.0,47300.0,2020-02-25 23:59:59
SJC,45800.0,46900.0,2020-02-26 23:59:59
SJC,45700.0,46700.0,2020-02-27 23:59:59
SJC,45500.0,46550.0,2020-02-28 23:59:59
SJC,44700.0,45800.0,2020-02-29 23:59:59
SJC,45500.0,46350.0,2020-03-02 23:59:59
SJC,45500.0,46350.0,2020-03-03 23:59:59
SJC,46050.0,46950.0,2020-03-04 23:59:59
SJC,46050.0,46950.0,2020-03-05 23:59:59
SJC,46500.0,47200.0,2020-03-06 23:59:59
SJC,46500.0,47200.0,2020-03-07 23:59:59
SJC,46500.0,47400.0,2020-03-08 23:59:59
SJC,46950.0,47850.0,2020-03-09 23:59:59
SJC,46700.0,47600.0,2020-03-10 23:59:59
SJC,46700.0,47500.0,2020-03-11 23:59:59
SJC,46450.0,47250.0,2020-03-12 23:59:59
SJC,45200.0,46500.0,2020-03-13 23:59:59
SJC,45100.0,46600.0,2020-03-14 23:59:59
SJC,45200.0,46800.0,2020-03-16 23:59:59
SJC,45100.0,46200.0,2020-03-17 23:59:59
SJC,45300.0,46300.0,2020-03-18 23:59:59
SJC,45400.0,46400.0,2020-03-19 23:59:59
SJC,45700.0,46800.0,2020-03-20 23:59:59
SJC,45700.0,46800.0,2020-03-21 23:59:59
SJC,45700.0,46600.0,2020-03-23 23:59:59
SJC,46100.0,47000.0,2020-03-24 23:59:59
SJC,46300.0,47300.0,2020-03-25 23:59:59
SJC,46300.0,47300.0,2020-03-26 23:59:59
SJC,46800.0,47950.0,2020-03-27 23:59:59
SJC,46800.0,47950.0,2020-03-28 23:59:59
SJC,47150.0,48350.0,2020-03-30 23:59:59
SJC,47000.0,48300.0,2020-03-31 23:59:59
SJC,46800.0,48100.0,2020-04-03 23:59:59
SJC,46800.0,48100.0,2020-04-04 23:59:59
SJC,46600.0,47900.0,2020-04-06 23:59:59
SJC,46900.0,48200.0,2020-04-07 23:59:59
SJC,46700.0,47900.0,2020-04-08 23:59:59
SJC,46700.0,47900.0,2020-04-09 23:59:59
SJC,47000.0,48200.0,2020-04-10 23:59:59
SJC,47000.0,48200.0,2020-04-11 23:59:59
SJC,47000.0,48200.0,2020-04-13 23:59:59
SJC,47300.0,48600.0,2020-04-14 23:59:59
SJC,47300.0,48600.0,2020-04-15 23:59:59
SJC,47200.0,48400.0,2020-04-16 23:59:59
SJC,47200.0,48400.0,2020-04-17 23:59:59
SJC,47200.0,48400.0,2020-04-18 23:59:59
SJC,47200.0,48300.0,2020-04-20 23:59:59
SJC,47200.0,48050.0,2020-04-21 23:59:59
SJC,47200.0,48050.0,2020-04-22 23:59:59
SJC,47400.0,48300.0,2020-04-23 23:59:59
SJC,47500.0,48400.0,2020-04-24 23:59:59
SJC,47300.0,48450.0,2020-04-25 23:59:59
SJC,47700.0,48500.0,2020-04-27 23:59:59
SJC,47600.0,48350.0,2020-04-28 23:59:59
SJC,47800.0,48600.0,2020-04-29 23:59:59
SJC,47800.0,48600.0,2020-05-04 23:59:59
SJC,47800.0,48400.0,2020-05-05 23:59:59
SJC,47800.0,48400.0,2020-05-06 23:59:59
SJC,47600.0,48200.0,2020-05-07 23:59:59
SJC,47800.0,48400.0,2020-05-08 23:59:59
SJC,47800.0,48400.0,2020-05-09 23:59:59
SJC,47800.0,48400.0,2020-05-11 23:59:59
SJC,47800.0,48180.0,2020-05-12 23:59:59
SJC,47850.0,48250.0,2020-05-13 23:59:59
SJC,48150.0,48450.0,2020-05-14 23:59:59
SJC,48320.0,48640.0,2020-05-15 23:59:59
SJC,48320.0,48640.0,2020-05-16 23:59:59
SJC,48900.0,49350.0,2020-05-18 23:59:59
SJC,48550.0,48950.0,2020-05-19 23:59:59
SJC,48600.0,48980.0,2020-05-20 23:59:59
SJC,48500.0,48850.0,2020-05-21 23:59:59
SJC,48500.0,48800.0,2020-05-22 23:59:59
SJC,48500.0,48900.0,2020-05-23 23:59:59
SJC,48450.0,48800.0,2020-05-25 23:59:59
SJC,48500.0,48800.0,2020-05-26 23:59:59
SJC,48350.0,48650.0,2020-05-27 23:59:59
SJC,48400.0,48730.0,2020-05-28 23:59:59
SJC,48400.0,48730.0,2020-05-29 23:59:59
SJC,48500.0,48820.0,2020-05-30 23:59:59
SJC,48700.0,49030.0,2020-06-01 23:59:59
SJC,48650.0,48920.0,2020-06-02 23:59:59
SJC,48550.0,48800.0,2020-06-03 23:59:59
SJC,48420.0,48720.0,2020-06-04 23:59:59
SJC,48500.0,48800.0,2020-06-05 23:59:59
SJC,48300.0,48600.0,2020-06-06 23:59:59
SJC,48300.0,48550.0,2020-06-08 23:59:59
SJC,48320.0,48550.0,2020-06-09 23:59:59
SJC,48450.0,48700.0,2020-06-10 23:59:59
SJC,48550.0,48800.0,2020-06-11 23:59:59
SJC,48500.0,48750.0,2020-06-12 23:59:59
SJC,48500.0,48750.0,2020-06-13 23:59:59
SJC,48430.0,48680.0,2020-06-15 23:59:59
SJC,48470.0,48720.0,2020-06-16 23:59:59
SJC,48300.0,48550.0,2020-06-17 23:59:59
SJC,48400.0,48650.0,2020-06-18 23:59:59
SJC,48360.0,48610.0,2020-06-19 23:59:59
SJC,48500.0,48900.0,2020-06-20 23:59:59
SJC,48630.0,48880.0,2020-06-22 23:59:59
SJC,48680.0,48950.0,2020-06-23 23:59:59
SJC,48950.0,49270.0,2020-06-24 23:59:59
SJC,48840.0,49150.0,2020-06-25 23:59:59
SJC,48850.0,49100.0,2020-06-26 23:59:59
SJC,48950.0,49250.0,2020-06-27 23:59:59
SJC,49000.0,49300.0,2020-06-29 23:59:59
SJC,49070.0,49370.0,2020-06-30 23:59:59
SJC,49400.0,49800.0,2020-07-01 23:59:59
SJC,49200.0,49500.0,2020-07-02 23:59:59
SJC,49450.0,49700.0,2020-07-03 23:59:59
SJC,49500.0,49850.0,2020-07-04 23:59:59
SJC,49650.0,49920.0,2020-07-06 23:59:59
